CreatedDate,ProfileNo,OrganizationIdentificationID,Department Name,OrganizationActivityText,ReportingOfficerIdentificationID,InterventionIdentificationID,IdentificationCategoryDescriptionText,InterventionDate,Month,SubjectRaceCode,SubjectEthnicityCode,SubjectSexCode,SubjectAge,ResidentIndicator,TownRecidentIndicator,InterventionLocationName,InterventionLocationDescriptionText,InterventionLocationLatitude,InterventionLocationLongitude,InterventionReasonCode,InterventionTechniqueCode,InterventionDurationCode,TowedIndicator,StatuteCodeIdentificationID,ReasonForStop,StatutatoryCitation,VehicleSearchedIndicator,SearchAuthorizationCode,ContrabandIndicator,CustodialArrestIndicator,InterventionDispositionCode,InterventionDispositionDate,InterventionDispositionReasonText,IsStatuteCodeValid,IsStatutatoryCitationValid,IsaTest,RecordCount,SourceId,SourceReferenceId,InterventionDateTime,InterventionTime
1/20/22 17:17,5891857.0,CT0008300,Middletown,Racial Profile,1000225,2100043231,Incident ID,"Thursday, September 23, 2021",September,B,N,M,48,True,True,MIDDLETOWN,RIVER ROAD,  ,  ,V,G,1,False,14-12(a)*,Registration,14-12(a)*,False,N,False,False,W,,,,,False,1,CT0008300,132871906622477685,9/23/21 14:05,2:05:14 PM
1/20/22 17:22,5892216.0,CT0008300,Middletown,Racial Profile,1000225,2100044650,Incident ID,"Saturday, October 2, 2021",October,W,N,M,45,True,False,MIDDLETOWN,RIDGEWOOD RD/MILE LN,  ,  ,V,G,1,False,14-301,Stop Sign,,False,N,False,False,V,,,,,False,1,CT0008300,132871909645798248,10/2/21 7:26,7:26:11 AM
1/20/22 17:22,5892217.0,CT0008300,Middletown,Racial Profile,1000225,2100044959,Incident ID,"Monday, October 4, 2021",October,W,N,F,43,True,False,MIDDLETOWN,Washington St @ Main St,  ,  ,V,G,1,True,14-213b,Administrative Offense,14-213b,False,N,False,False,M,,,,,False,1,CT0008300,132871909645798248,10/4/21 17:17,5:17:44 PM
1/20/22 17:22,5892218.0,CT0008300,Middletown,Racial Profile,1000225,2100045363,Incident ID,"Wednesday, October 6, 2021",October,B,N,M,32,True,False,MIDDLETOWN,Personal Auto,  ,  ,V,G,2,True,14-301,Stop Sign,53a-217,False,N,False,True,U,,,,,False,1,CT0008300,132871909645798248,10/6/21 19:17,7:17:05 PM
1/20/22 17:17,5891858.0,CT0008300,Middletown,Racial Profile,1000226,2100041799,Incident ID,"Wednesday, September 15, 2021",September,B,N,M,30,True,False,MIDDLETOWN,Middle Street @ Boardman Ln,  ,  ,V,G,2,False,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1,CT0008300,132871906622477685,9/15/21 19:51,7:51:23 PM
1/20/22 17:17,5891859.0,CT0008300,Middletown,Racial Profile,1000226,2100041802,Incident ID,"Wednesday, September 15, 2021",September,B,N,M,30,True,False,MIDDLETOWN,East Street @ Glenwood Terrace,  ,  ,V,G,1,False,14-18(a),Display of Plates,14-18(a),False,N,False,True,U,,,,,False,1,CT0008300,132871906622477685,9/15/21 20:24,8:24:13 PM
1/20/22 17:17,5891860.0,CT0008300,Middletown,Racial Profile,1000226,2100042326,Incident ID,"Saturday, September 18, 2021",September,W,N,F,27,True,True,MIDDLETOWN,"302 East Main Street, Middletown, CT",  ,  ,V,G,1,False,14-18(a),Display of Plates,14-18(a),False,N,False,False,V,,,,,False,1,CT0008300,132871906622477685,9/18/21 18:37,6:37:06 PM
1/20/22 17:17,5891861.0,CT0008300,Middletown,Racial Profile,1000226,2100042357,Incident ID,"Saturday, September 18, 2021",September,B,N,M,21,True,True,MIDDLETOWN,"Church Street, Middletown, CT",  ,  ,V,G,1,False,14-96a(a),Defective Lights,14-36(a),False,N,False,False,I,,,,,False,1,CT0008300,132871906622477685,9/18/21 23:36,11:36:01 PM
1/20/22 17:17,5891862.0,CT0008300,Middletown,Racial Profile,1000226,2100042507,Incident ID,"Sunday, September 19, 2021",September,W,N,F,20,False,False,MIDDLETOWN,"West Street at Washington Street, Middletown, CT",  ,  ,V,G,1,False,14-236,Moving Violation,14-236,False,N,False,False,V,,,,,False,1,CT0008300,132871906622477685,9/19/21 20:22,8:22:20 PM
1/20/22 17:17,5891863.0,CT0008300,Middletown,Racial Profile,1000226,2100042703,Incident ID,"Monday, September 20, 2021",September,W,N,F,30,True,True,MIDDLETOWN,"Liberty Street at Berlin Street, Middletown, CT",  ,  ,V,G,1,False,14-18(a),Display of Plates,14-18(a),False,N,False,False,V,,,,,False,1,CT0008300,132871906622477685,9/20/21 23:23,11:23:20 PM
1/20/22 17:17,5891864.0,CT0008300,Middletown,Racial Profile,1000226,2100042704,Incident ID,"Monday, September 20, 2021",September,B,N,M,23,True,True,MIDDLETOWN,"Newfield Street at Westfield Street, Middletown, CT",  ,  ,V,G,1,True,14-12(a),Registration,14-215,False,N,False,False,M,,,,,False,1,CT0008300,132871906622477685,9/20/21 23:36,11:36:03 PM
1/20/22 17:17,5891865.0,CT0008300,Middletown,Racial Profile,1000226,2100043425,Incident ID,"Friday, September 24, 2021",September,W,N,M,46,True,False,MIDDLETOWN,"Country Club Road, Middletown, CT",  ,  ,V,G,1,True,14-147(c),Administrative Offense,14-147(c),False,N,False,False,M,,,,,False,1,CT0008300,132871906622477685,9/24/21 18:42,6:42:49 PM
1/20/22 17:17,5891866.0,CT0008300,Middletown,Racial Profile,1000226,2100043435,Incident ID,"Friday, September 24, 2021",September,W,N,M,32,True,True,MIDDLETOWN,"Smith Street at Industrial Park Road, Middletown, CT",  ,  ,V,G,1,False,14-96a(a),Defective Lights,14-96a(a),False,N,False,False,V,,,,,False,1,CT0008300,132871906622477685,9/24/21 20:11,8:11:59 PM
1/20/22 17:17,5891867.0,CT0008300,Middletown,Racial Profile,1000226,2100043561,Incident ID,"Saturday, September 25, 2021",September,B,N,M,32,True,True,MIDDLETOWN,"Broad Street at College Street, Middletown, CT",  ,  ,V,G,1,False,14-299,Traffic Control Signal,14-299,False,N,False,False,V,,,,,False,1,CT0008300,132871906622477685,9/25/21 17:55,5:55:18 PM
1/20/22 17:17,5891868.0,CT0008300,Middletown,Racial Profile,1000226,2100043568,Incident ID,"Saturday, September 25, 2021",September,B,N,M,26,True,True,MIDDLETOWN,"High Street, Middletown, CT",  ,  ,V,G,1,False,14-12(a),Registration,14-12(a),False,N,False,False,V,,,,,False,1,CT0008300,132871906622477685,9/25/21 18:39,6:39:09 PM
1/20/22 17:17,5891869.0,CT0008300,Middletown,Racial Profile,1000226,2100043578,Incident ID,"Saturday, September 25, 2021",September,B,N,M,53,False,False,MIDDLETOWN,"Warwick Street at South Main Street, Middletown, CT",  ,  ,V,G,1,False,14-96a(a),Defective Lights,14-96a(a),False,N,False,False,V,,,,,False,1,CT0008300,132871906622477685,9/25/21 19:31,7:31:48 PM
1/20/22 17:22,5892219.0,CT0008300,Middletown,Racial Profile,1000226,2100046203,Incident ID,"Monday, October 11, 2021",October,W,N,M,51,True,True,MIDDLETOWN,"Farm Hill Road at Newtown Street, Middletown, CT",  ,  ,V,G,1,False,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1,CT0008300,132871909645798248,10/11/21 6:52,6:52:12 AM
1/20/22 17:22,5892220.0,CT0008300,Middletown,Racial Profile,1000226,2100046205,Incident ID,"Monday, October 11, 2021",October,W,N,M,28,True,True,MIDDLETOWN,"South Main Street @ Norfolk Street, Middletown, CT",  ,  ,I,G,1,False,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1,CT0008300,132871909645798248,10/11/21 7:00,7:00:00 AM
1/20/22 17:22,5892221.0,CT0008300,Middletown,Racial Profile,1000226,2100046803,Incident ID,"Thursday, October 14, 2021",October,W,N,F,26,True,True,MIDDLETOWN,"Crescent Street at Main Street, Middletown, CT",  ,  ,I,G,1,False,53a-61,Other,53a-61,False,N,False,True,V,,,,,False,1,CT0008300,132871909645798248,10/14/21 3:17,3:17:30 AM
1/20/22 17:22,5892222.0,CT0008300,Middletown,Racial Profile,1000226,2100048025,Incident ID,"Wednesday, October 20, 2021",October,W,H,M,51,True,False,MIDDLETOWN,"Middle Street at Old Middle Street, Middletown, CT",  ,  ,V,G,1,False,14-18(a),Display of Plates,14-18(a),False,N,False,False,V,,,,,False,1,CT0008300,132871909645798248,10/20/21 22:52,10:52:50 PM
1/20/22 17:22,5892223.0,CT0008300,Middletown,Racial Profile,1000226,2100048193,Incident ID,"Thursday, October 21, 2021",October,B,N,F,32,True,True,MIDDLETOWN,"West Lake Drive at Russett Lane, Middletown, CT",  ,  ,V,G,1,False,14-96a(a),Defective Lights,14-96a(a),False,N,False,False,V,,,,,False,1,CT0008300,132871909645798248,10/21/21 18:32,6:32:19 PM
1/20/22 17:22,5892224.0,CT0008300,Middletown,Racial Profile,1000226,2100049599,Incident ID,"Friday, October 29, 2021",October,W,N,M,45,True,True,MIDDLETOWN,"Prospect Street and Grand Street, Middletown, CT",  ,  ,V,B,1,False,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1,CT0008300,132871909645798248,10/29/21 7:05,7:05:35 AM
1/20/22 17:22,5892225.0,CT0008300,Middletown,Racial Profile,1000226,2100049600,Incident ID,"Friday, October 29, 2021",October,W,H,M,35,True,False,MIDDLETOWN,"Grand Street at Pearl Street, Middletown, CT",  ,  ,V,G,1,False,14-301,Stop Sign,14-301,False,N,False,False,W,,,,,False,1,CT0008300,132871909645798248,10/29/21 7:12,7:12:33 AM
1/20/22 17:22,5892226.0,CT0008300,Middletown,Racial Profile,1000226,2100049601,Incident ID,"Friday, October 29, 2021",October,B,M,F,36,True,True,MIDDLETOWN,"Stowe Ave and Grand Street, Middletown, CT",  ,  ,V,G,1,False,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1,CT0008300,132871909645798248,10/29/21 7:21,7:21:34 AM
1/20/22 17:22,5892227.0,CT0008300,Middletown,Racial Profile,1000226,2100049605,Incident ID,"Friday, October 29, 2021",October,W,N,M,31,True,True,MIDDLETOWN,"482 High Street, Middeltown, CT",  ,  ,V,G,1,False,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1,CT0008300,132871909645798248,10/29/21 7:41,7:41:09 AM
1/20/22 17:27,5892338.0,CT0008300,Middletown,Racial Profile,1000226,2100050681,Incident ID,"Thursday, November 4, 2021",November,W,H,M,28,True,True,MIDDLETOWN,"Main Street Ext at Cooley Ave, Middeltown, CT",  ,  ,V,G,1,False,14-18(a),Display of Plates,14-18(a),False,N,False,False,V,,,,,False,1,CT0008300,132871912699804214,11/4/21 2:18,2:18:02 AM
1/20/22 17:27,5892339.0,CT0008300,Middletown,Racial Profile,1000226,2100050718,Incident ID,"Thursday, November 4, 2021",November,B,M,F,32,True,False,MIDDLETOWN,"Broad Street and Washington Street, Middletown, CT",  ,  ,V,G,1,False,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1,CT0008300,132871912699804214,11/4/21 6:55,6:55:14 AM
1/20/22 17:27,5892340.0,CT0008300,Middletown,Racial Profile,1000226,2100051415,Incident ID,"Monday, November 8, 2021",November,B,M,F,30,True,False,MIDDLETOWN,"Washington Street at Camp Street, Middletown, CT",  ,  ,V,G,1,False,14-18(a),Display of Plates,14-18(a),False,N,False,False,W,,,,,False,1,CT0008300,132871912699804214,11/8/21 2:33,2:33:52 AM
1/20/22 17:27,5892341.0,CT0008300,Middletown,Racial Profile,1000226,2100051453,Incident ID,"Monday, November 8, 2021",November,W,N,M,46,True,True,MIDDLETOWN,"High Street and Spring Street, Middletown, CT",  ,  ,V,G,1,False,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1,CT0008300,132871912699804214,11/8/21 6:55,6:55:53 AM
1/20/22 17:27,5892342.0,CT0008300,Middletown,Racial Profile,1000226,2100051454,Incident ID,"Monday, November 8, 2021",November,W,N,M,42,True,True,MIDDLETOWN,"High Street at Spring Street, Middletown, CT",  ,  ,V,G,1,False,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1,CT0008300,132871912699804214,11/8/21 7:16,7:16:07 AM
1/20/22 17:27,5892343.0,CT0008300,Middletown,Racial Profile,1000226,2100051625,Incident ID,"Tuesday, November 9, 2021",November,W,N,F,38,True,True,MIDDLETOWN,"Spring Street at High Street, Middletown, CT",  ,  ,V,G,1,False,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1,CT0008300,132871912699804214,11/9/21 7:07,7:07:49 AM
1/20/22 17:27,5892344.0,CT0008300,Middletown,Racial Profile,1000226,2100053484,Incident ID,"Friday, November 19, 2021",November,B,N,F,39,True,True,MIDDLETOWN,"High Street at Grand Street, Middletown, CT",  ,  ,V,G,1,False,14-301,Stop Sign,14-301,False,N,False,False,W,,,,,False,1,CT0008300,132871912699804214,11/19/21 6:35,6:35:25 AM
1/20/22 17:27,5892345.0,CT0008300,Middletown,Racial Profile,1000226,2100053488,Incident ID,"Friday, November 19, 2021",November,W,N,F,50,True,False,MIDDLETOWN,"Spring Street at Pearl Street, Middletown, CT",  ,  ,V,G,1,False,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1,CT0008300,132871912699804214,11/19/21 7:10,7:10:19 AM
1/20/22 17:27,5892346.0,CT0008300,Middletown,Racial Profile,1000226,2100053490,Incident ID,"Friday, November 19, 2021",November,W,H,F,32,True,False,MIDDLETOWN,"90 Spring Street, Middletown, CT",  ,  ,V,G,1,False,14-301,Stop Sign,14-301,False,N,False,False,W,,,,,False,1,CT0008300,132871912699804214,11/19/21 7:21,7:21:45 AM
1/20/22 17:32,5892491.0,CT0008300,Middletown,Racial Profile,1000226,2100056884,Incident ID,"Thursday, December 9, 2021",December,B,N,M,37,True,True,MIDDLETOWN,"West Lake Drive and Trolling Crossing, MIddletown, CT",  ,  ,V,G,1,False,14-18(a),Display of Plates,14-18(a),False,N,False,False,V,,,,,False,1,CT0008300,132871915727772390,12/9/21 1:52,1:52:53 AM
1/20/22 17:32,5892492.0,CT0008300,Middletown,Racial Profile,1000226,2100056886,Incident ID,"Thursday, December 9, 2021",December,B,N,M,24,True,False,MIDDLETOWN,"West Lake Drive at East Street, Middletown, CT",  ,  ,V,G,1,False,14-18(a),Display of Plates,14-18(a),False,N,False,False,I,,,,,False,1,CT0008300,132871915727772390,12/9/21 2:00,2:00:08 AM
1/20/22 17:32,5892493.0,CT0008300,Middletown,Racial Profile,1000226,2100059539,Incident ID,"Wednesday, December 22, 2021",December,W,N,F,58,True,True,MIDDLETOWN,"Tuttle Road at Benjamin Lane, Middletown, CT",  ,  ,V,G,1,False,14-301,Stop Sign,14-301,False,N,False,False,W,,,,,False,1,CT0008300,132871915727772390,12/22/21 6:38,6:38:24 AM
1/20/22 17:32,5892494.0,CT0008300,Middletown,Racial Profile,1000226,2100060299,Incident ID,"Monday, December 27, 2021",December,W,N,M,62,True,True,MIDDLETOWN,"Old Mill Road at Barbara Road, Middletown, CT",  ,  ,V,G,1,False,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1,CT0008300,132871915727772390,12/27/21 7:22,7:22:51 AM
1/20/22 17:17,5891870.0,CT0008300,Middletown,Racial Profile,1000227,2100043082,Incident ID,"Wednesday, September 22, 2021",September,W,N,F,36,True,True,MIDDLETOWN,Washington Street / Ballfall Road,  ,  ,V,G,1,False,14-242,Moving Violation,,False,N,False,False,V,,,,,False,1,CT0008300,132871906622477685,9/22/21 22:05,10:05:26 PM
1/20/22 17:17,5891871.0,CT0008300,Middletown,Racial Profile,1000227,2100043088,Incident ID,"Wednesday, September 22, 2021",September,B,N,M,24,True,False,MIDDLETOWN,Washington Streeete / Old Mill Road ,  ,  ,V,G,2,True,14-215,Administrative Offense,14-213b,True,N,False,False,M,,,,,False,1,CT0008300,132871906622477685,9/22/21 22:51,10:51:18 PM
1/20/22 17:17,5891872.0,CT0008300,Middletown,Racial Profile,1000227,2100043444,Incident ID,"Friday, September 24, 2021",September,W,H,M,43,True,False,MIDDLETOWN,Main Street / Union Street,  ,  ,E,G,1,False,14-18(c),Display of Plates,14-12(a)*,False,N,False,False,V,,,,,False,1,CT0008300,132871906622477685,9/24/21 21:51,9:51:47 PM
1/20/22 17:17,5891873.0,CT0008300,Middletown,Racial Profile,1000227,2100043572,Incident ID,"Saturday, September 25, 2021",September,W,H,M,35,True,False,MIDDLETOWN,Ferry Street,  ,  ,V,G,1,False,14-236,Moving Violation,14-213b,False,N,False,False,M,,,,,False,1,CT0008300,132871906622477685,9/25/21 19:01,7:01:23 PM
1/20/22 17:17,5891874.0,CT0008300,Middletown,Racial Profile,1000227,2100043585,Incident ID,"Saturday, September 25, 2021",September,B,N,M,28,True,True,MIDDLETOWN,Grand Street / Main Street,  ,  ,V,G,1,False,14-242,Moving Violation,14-242,False,N,False,False,V,,,,,False,1,CT0008300,132871906622477685,9/25/21 20:41,8:41:41 PM
1/20/22 17:17,5891875.0,CT0008300,Middletown,Racial Profile,1000227,2100043586,Incident ID,"Saturday, September 25, 2021",September,W,N,M,20,True,False,MIDDLETOWN,Liberty Street / Berlin Street,  ,  ,V,G,1,False,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1,CT0008300,132871906622477685,9/25/21 20:47,8:47:30 PM
1/20/22 17:17,5891876.0,CT0008300,Middletown,Racial Profile,1000227,2100043596,Incident ID,"Saturday, September 25, 2021",September,B,N,F,20,True,True,MIDDLETOWN,Washington Street / West Street,  ,  ,E,G,1,False,14-96a(a),Defective Lights,,False,N,False,False,V,,,,,False,1,CT0008300,132871906622477685,9/25/21 22:07,10:07:02 PM
1/20/22 17:22,5892228.0,CT0008300,Middletown,Racial Profile,1000227,2100044685,Incident ID,"Saturday, October 2, 2021",October,W,N,M,57,True,False,MIDDLETOWN,Old Mill Road / Walnut Grove Road  ,  ,  ,V,G,1,False,14-301,Stop Sign,14-301,False,N,False,False,W,,,,,False,1,CT0008300,132871909645798248,10/2/21 14:54,2:54:31 PM
1/20/22 17:22,5892229.0,CT0008300,Middletown,Racial Profile,1000227,2100044687,Incident ID,"Saturday, October 2, 2021",October,B,N,F,32,True,False,MIDDLETOWN,1153 Newfield Street ,  ,  ,E,G,1,False,14-99g(g),Window Tint,14-99g(g),False,N,False,False,V,,,,,False,1,CT0008300,132871909645798248,10/2/21 15:25,3:25:37 PM
1/20/22 17:22,5892230.0,CT0008300,Middletown,Racial Profile,1000227,2100046198,Incident ID,"Monday, October 11, 2021",October,W,N,F,60,True,True,MIDDLETOWN,Liberty Street / Berlin Street,  ,  ,V,G,1,False,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1,CT0008300,132871909645798248,10/11/21 6:32,6:32:29 AM
1/20/22 17:22,5892231.0,CT0008300,Middletown,Racial Profile,1000227,2100046384,Incident ID,"Tuesday, October 12, 2021",October,W,H,M,32,True,False,MIDDLETOWN,Broad Street / College Street,  ,  ,V,G,1,False,14-301,Stop Sign,,False,N,False,False,V,,,,,False,1,CT0008300,132871909645798248,10/12/21 4:40,4:40:30 AM
1/20/22 17:22,5892232.0,CT0008300,Middletown,Racial Profile,1000227,2100046397,Incident ID,"Tuesday, October 12, 2021",October,W,N,F,52,True,True,MIDDLETOWN,Tuttle Road ,  ,  ,V,G,1,False,14-301,Stop Sign,,False,N,False,False,V,,,,,False,1,CT0008300,132871909645798248,10/12/21 6:57,6:57:57 AM
1/20/22 17:22,5892233.0,CT0008300,Middletown,Racial Profile,1000227,2100046400,Incident ID,"Tuesday, October 12, 2021",October,W,N,F,50,True,True,MIDDLETOWN,Tuttle Road / Timothy Drive,  ,  ,V,G,1,False,14-301,Stop Sign,,False,N,False,False,V,,,,,False,1,CT0008300,132871909645798248,10/12/21 7:08,7:08:29 AM
1/20/22 17:22,5892234.0,CT0008300,Middletown,Racial Profile,1000227,2100047346,Incident ID,"Sunday, October 17, 2021",October,B,N,M,25,True,True,MIDDLETOWN,Washington Street / Butternut Street,  ,  ,V,G,1,False,14-218a,Speed Related,,False,N,False,False,V,,,,,False,1,CT0008300,132871909645798248,10/17/21 2:31,2:31:40 AM
1/20/22 17:22,5892235.0,CT0008300,Middletown,Racial Profile,1000227,2100047782,Incident ID,"Tuesday, October 19, 2021",October,B,N,M,36,True,True,MIDDLETOWN,Main Street Extension / East Main Street,  ,  ,I,G,1,False,14-215,Administrative Offense,,False,N,False,False,M,,,,,False,1,CT0008300,132871909645798248,10/19/21 21:57,9:57:20 PM
1/20/22 17:22,5892236.0,CT0008300,Middletown,Racial Profile,1000227,2100048419,Incident ID,"Friday, October 22, 2021",October,W,N,M,41,True,False,MIDDLETOWN,Rome Street / Stack Street,  ,  ,V,G,1,False,14-301,Stop Sign,,False,N,False,False,V,,,,,False,1,CT0008300,132871909645798248,10/22/21 18:37,6:37:03 PM
1/20/22 17:22,5892237.0,CT0008300,Middletown,Racial Profile,1000227,2100048420,Incident ID,"Friday, October 22, 2021",October,W,N,M,61,True,True,MIDDLETOWN,Grove Street / Stack Street,  ,  ,V,G,1,False,14-301,Stop Sign,,False,N,False,False,V,,,,,False,1,CT0008300,132871909645798248,10/22/21 18:42,6:42:33 PM
1/20/22 17:22,5892238.0,CT0008300,Middletown,Racial Profile,1000227,2100048563,Incident ID,"Saturday, October 23, 2021",October,W,H,M,41,False,False,MIDDLETOWN,395 Main Street,  ,  ,I,G,2,True,14-218a,Speed Related,14-227a,True,O,False,True,U,,,,,False,1,CT0008300,132871909645798248,10/23/21 19:43,7:43:43 PM
1/20/22 17:22,5892239.0,CT0008300,Middletown,Racial Profile,1000227,2100048765,Incident ID,"Monday, October 25, 2021",October,B,N,F,48,True,True,MIDDLETOWN,Liberty Street / Newfield Street,  ,  ,V,G,1,False,14-301,Stop Sign,14-215,False,N,False,False,M,,,,,False,1,CT0008300,132871909645798248,10/25/21 3:24,3:24:29 AM
1/20/22 17:22,5892240.0,CT0008300,Middletown,Racial Profile,1000227,2100048774,Incident ID,"Monday, October 25, 2021",October,W,N,F,30,True,False,MIDDLETOWN,Newfield Street,  ,  ,V,G,1,False,14-18(a),Display of Plates,,False,N,False,False,V,,,,,False,1,CT0008300,132871909645798248,10/25/21 6:38,6:38:15 AM
1/20/22 17:22,5892241.0,CT0008300,Middletown,Racial Profile,1000227,2100049306,Incident ID,"Thursday, October 28, 2021",October,W,N,M,29,True,False,MIDDLETOWN,Washington Street / Main Street,  ,  ,V,G,1,False,14-18(a),Display of Plates,14-215,False,N,False,False,M,,,,,False,1,CT0008300,132871909645798248,10/28/21 1:43,1:43:00 AM
1/20/22 17:22,5892242.0,CT0008300,Middletown,Racial Profile,1000227,2100049358,Incident ID,"Thursday, October 28, 2021",October,B,N,F,59,True,True,MIDDLETOWN,Ridgewood Road / Mile Lane,  ,  ,V,G,1,False,14-301,Stop Sign,,False,N,False,False,V,,,,,False,1,CT0008300,132871909645798248,10/28/21 7:12,7:12:41 AM
1/20/22 17:22,5892243.0,CT0008300,Middletown,Racial Profile,1000227,2100049814,Incident ID,"Saturday, October 30, 2021",October,W,H,F,30,True,False,MIDDLETOWN,Washington Street / High Street,  ,  ,V,G,1,False,14-236,Moving Violation,,False,N,False,False,V,,,,,False,1,CT0008300,132871909645798248,10/30/21 2:54,2:54:44 AM
1/20/22 17:27,5892347.0,CT0008300,Middletown,Racial Profile,1000227,2100050717,Incident ID,"Thursday, November 4, 2021",November,W,N,F,25,True,False,MIDDLETOWN,High Street / Liberty Street,  ,  ,V,G,1,False,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1,CT0008300,132871912699804214,11/4/21 6:37,6:37:45 AM
1/20/22 17:27,5892348.0,CT0008300,Middletown,Racial Profile,1000227,2100051072,Incident ID,"Saturday, November 6, 2021",November,W,N,M,48,True,False,MIDDLETOWN,Main Street / Green Street,  ,  ,V,G,2,True,14-236,Moving Violation,21a-277(a),True,O,True,True,U,,,,,False,1,CT0008300,132871912699804214,11/6/21 1:29,1:29:49 AM
1/20/22 17:27,5892349.0,CT0008300,Middletown,Racial Profile,1000227,2100051616,Incident ID,"Tuesday, November 9, 2021",November,B,N,M,19,True,True,MIDDLETOWN,Old Mill Road / Walnut Grove Road,  ,  ,V,G,1,False,14-301,Stop Sign,,False,N,False,False,V,,,,,False,1,CT0008300,132871912699804214,11/9/21 6:06,6:06:09 AM
1/20/22 17:27,5892350.0,CT0008300,Middletown,Racial Profile,1000227,2100051618,Incident ID,"Tuesday, November 9, 2021",November,W,H,M,29,True,True,MIDDLETOWN,Old Mill Road / Walnut Grove Road,  ,  ,V,G,1,False,14-301,Stop Sign,,False,N,False,False,V,,,,,False,1,CT0008300,132871912699804214,11/9/21 6:27,6:27:07 AM
1/20/22 17:27,5892351.0,CT0008300,Middletown,Racial Profile,1000227,2100051772,Incident ID,"Wednesday, November 10, 2021",November,W,N,M,38,True,False,MIDDLETOWN,Washington Street / Plaza Drive,  ,  ,V,G,1,False,14-99g,Window Tint,,False,N,False,False,V,,,,,False,1,CT0008300,132871912699804214,11/10/21 2:01,2:01:29 AM
1/20/22 17:27,5892352.0,CT0008300,Middletown,Racial Profile,1000227,2100051792,Incident ID,"Wednesday, November 10, 2021",November,B,N,M,42,True,False,MIDDLETOWN,Washington Street / Camp Street,  ,  ,V,G,1,False,14-18(a),Display of Plates,,False,N,False,False,V,,,,,False,1,CT0008300,132871912699804214,11/10/21 3:03,3:03:14 AM
1/20/22 17:27,5892353.0,CT0008300,Middletown,Racial Profile,1000227,2100052037,Incident ID,"Thursday, November 11, 2021",November,W,N,F,25,True,False,MIDDLETOWN,Berlin Street / Liberty Street,  ,  ,V,G,1,False,14-301,Stop Sign,,False,N,False,False,V,,,,,False,1,CT0008300,132871912699804214,11/11/21 7:10,7:10:09 AM
1/20/22 17:27,5892354.0,CT0008300,Middletown,Racial Profile,1000227,2100052370,Incident ID,"Saturday, November 13, 2021",November,W,N,M,35,True,True,MIDDLETOWN,Burr Avenue / Mill Street,  ,  ,V,G,1,False,14-18(a),Display of Plates,,False,N,False,False,V,,,,,False,1,CT0008300,132871912699804214,11/13/21 1:44,1:44:30 AM
1/20/22 17:27,5892355.0,CT0008300,Middletown,Racial Profile,1000227,2100052820,Incident ID,"Tuesday, November 16, 2021",November,W,N,M,21,False,False,MIDDLETOWN,Washington Street / High Street,  ,  ,V,G,1,False,14-96a(a),Defective Lights,,False,N,False,False,V,,,,,False,1,CT0008300,132871912699804214,11/16/21 0:31,12:31:59 AM
1/20/22 17:27,5892356.0,CT0008300,Middletown,Racial Profile,1000227,2100052863,Incident ID,"Tuesday, November 16, 2021",November,W,H,M,27,True,False,MIDDLETOWN,Washington Street / Bernie O'Rourke Drive,  ,  ,V,G,1,False,14-18(a),Display of Plates,,False,N,False,False,V,,,,,False,1,CT0008300,132871912699804214,11/16/21 2:17,2:17:24 AM
1/20/22 17:27,5892357.0,CT0008300,Middletown,Racial Profile,1000227,2100052909,Incident ID,"Tuesday, November 16, 2021",November,W,N,F,50,True,False,MIDDLETOWN,Old Mill Road / Belvider Terrace,  ,  ,V,G,1,False,14-301,Stop Sign,,False,N,False,False,V,,,,,False,1,CT0008300,132871912699804214,11/16/21 7:30,7:30:52 AM
1/20/22 17:27,5892358.0,CT0008300,Middletown,Racial Profile,1000227,2100053946,Incident ID,"Monday, November 22, 2021",November,W,N,M,58,True,True,MIDDLETOWN,Old Mill Road / Belvidere Terrace,  ,  ,V,G,1,False,14-301,Stop Sign,,False,N,False,False,V,,,,,False,1,CT0008300,132871912699804214,11/22/21 6:52,6:52:05 AM
1/20/22 17:27,5892359.0,CT0008300,Middletown,Racial Profile,1000227,2100053948,Incident ID,"Monday, November 22, 2021",November,W,N,F,43,True,False,MIDDLETOWN,Old Mill Road / Belvidere Terrace,  ,  ,V,G,1,False,14-301,Stop Sign,,False,N,False,False,I,,,,,False,1,CT0008300,132871912699804214,11/22/21 7:09,7:09:31 AM
