CreatedDate,ProfileNo,OrganizationIdentificationID,Department Name,OrganizationActivityText,ReportingOfficerIdentificationID,InterventionIdentificationID,IdentificationCategoryDescriptionText,InterventionDate,Month,SubjectRaceCode,SubjectEthnicityCode,SubjectSexCode,SubjectAge,ResidentIndicator,TownRecidentIndicator,InterventionLocationName,InterventionLocationDescriptionText,InterventionLocationLatitude,InterventionLocationLongitude,InterventionReasonCode,InterventionTechniqueCode,InterventionDurationCode,TowedIndicator,StatuteCodeIdentificationID,ReasonForStop,StatutatoryCitation,VehicleSearchedIndicator,SearchAuthorizationCode,ContrabandIndicator,CustodialArrestIndicator,InterventionDispositionCode,InterventionDispositionDate,InterventionDispositionReasonText,IsStatuteCodeValid,IsStatutatoryCitationValid,IsaTest,RecordCount,SourceId,SourceReferenceId,InterventionDateTime,InterventionTime
1/20/22 17:32,5892447.0,CT0008300,Middletown,Racial Profile,1000191,2100056723,Incident ID,"Wednesday, December 8, 2021",December,B,N,M,47,True,False,MIDDLETOWN,308 MAIN ST EXT.,  ,  ,I,G,1,False,14-213b,Administrative Offense,,False,N,False,False,N,,,,,False,1,CT0008300,132871915727772390,12/8/21 2:36,2:36:46 AM
1/20/22 17:32,5892448.0,CT0008300,Middletown,Racial Profile,1000191,2100059517,Incident ID,"Wednesday, December 22, 2021",December,W,H,M,21,True,False,MIDDLETOWN,CT-17 CONNECTOR,  ,  ,E,G,1,False,14-147,Administrative Offense,,False,N,False,False,N,,,,,False,1,CT0008300,132871915727772390,12/22/21 3:13,3:13:37 AM
1/20/22 16:37,5891233.0,CT0008300,Middletown,Racial Profile,1000192,2100006661,Incident ID,"Tuesday, February 23, 2021",February,W,H,M,24,True,False,MIDDLETOWN,87 South Main Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa(b),False,N,False,False,V,,,,,False,1,CT0008300,132871882385701915,2/23/21 7:04,7:04:24 AM
1/20/22 16:47,5891631.0,CT0008300,Middletown,Racial Profile,1000192,2100013320,Incident ID,"Friday, April 2, 2021",April,W,H,M,51,True,False,MIDDLETOWN,East St/Flynn Ln,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa(b),False,N,False,False,V,,,,,False,1,CT0008300,132871888440063394,4/2/21 0:51,12:51:23 AM
1/20/22 16:47,5891632.0,CT0008300,Middletown,Racial Profile,1000192,2100015214,Incident ID,"Monday, April 12, 2021",April,W,N,M,24,True,True,MIDDLETOWN,202 OLD MILL,  ,  ,V,G,1,False,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1,CT0008300,132871888440063394,4/12/21 6:42,6:42:11 AM
1/20/22 16:47,5891633.0,CT0008300,Middletown,Racial Profile,1000192,2100015216,Incident ID,"Monday, April 12, 2021",April,B,N,M,21,True,True,MIDDLETOWN,162 OLD MILL,  ,  ,V,G,1,False,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1,CT0008300,132871888440063394,4/12/21 6:49,6:49:35 AM
1/20/22 16:47,5891634.0,CT0008300,Middletown,Racial Profile,1000192,2100015218,Incident ID,"Monday, April 12, 2021",April,W,N,M,45,True,True,MIDDLETOWN,144 OLD MILL STREET,  ,  ,V,G,1,False,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1,CT0008300,132871888440063394,4/12/21 7:10,7:10:19 AM
1/20/22 16:47,5891635.0,CT0008300,Middletown,Racial Profile,1000192,2100015219,Incident ID,"Monday, April 12, 2021",April,W,H,F,34,True,False,MIDDLETOWN,57 OLD MILL,  ,  ,V,G,1,False,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1,CT0008300,132871888440063394,4/12/21 7:23,7:23:06 AM
1/20/22 16:47,5891636.0,CT0008300,Middletown,Racial Profile,1000192,2100015390,Incident ID,"Tuesday, April 13, 2021",April,W,H,F,31,True,True,MIDDLETOWN,308 Mian Street Ext,  ,  ,E,G,1,False,14-96e,Defective Lights,14-96e,False,N,False,False,V,,,,,False,1,CT0008300,132871888440063394,4/13/21 1:19,1:19:47 AM
1/20/22 16:47,5891637.0,CT0008300,Middletown,Racial Profile,1000192,2100016515,Incident ID,"Monday, April 19, 2021",April,W,N,M,48,True,False,MIDDLETOWN,Washington Street/ West Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa(b),False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/19/21 9:06,9:06:39 AM
1/20/22 16:47,5891638.0,CT0008300,Middletown,Racial Profile,1000192,2100016518,Incident ID,"Monday, April 19, 2021",April,W,N,M,56,True,True,MIDDLETOWN,Washington Street/Newfield Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa(b),False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/19/21 9:19,9:19:50 AM
1/20/22 16:47,5891639.0,CT0008300,Middletown,Racial Profile,1000192,2100016519,Incident ID,"Monday, April 19, 2021",April,W,H,F,34,True,False,MIDDLETOWN,Washington/Butternut Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa(b),False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/19/21 9:35,9:35:02 AM
1/20/22 16:47,5891640.0,CT0008300,Middletown,Racial Profile,1000192,2100016521,Incident ID,"Monday, April 19, 2021",April,B,M,F,22,True,True,MIDDLETOWN,300 Butternut Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa(b),False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/19/21 9:48,9:48:10 AM
1/20/22 16:47,5891641.0,CT0008300,Middletown,Racial Profile,1000192,2100016524,Incident ID,"Monday, April 19, 2021",April,W,N,F,68,True,False,MIDDLETOWN,519 Washington Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa(b),False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/19/21 10:03,10:03:26 AM
1/20/22 16:47,5891642.0,CT0008300,Middletown,Racial Profile,1000192,2100016539,Incident ID,"Monday, April 19, 2021",April,W,N,M,52,True,True,MIDDLETOWN,808 Washington Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa(b),False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/19/21 11:14,11:14:03 AM
1/20/22 16:47,5891643.0,CT0008300,Middletown,Racial Profile,1000192,2100016540,Incident ID,"Monday, April 19, 2021",April,W,H,M,22,True,False,MIDDLETOWN,827 Washington Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa(b),False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/19/21 11:23,11:23:36 AM
1/20/22 16:47,5891644.0,CT0008300,Middletown,Racial Profile,1000192,2100017371,Incident ID,"Saturday, April 24, 2021",April,B,N,M,45,True,True,MIDDLETOWN,162 Old Mill Street,  ,  ,I,G,1,False,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1,CT0008300,132871888440063394,4/24/21 0:50,12:50:56 AM
1/20/22 16:47,5891645.0,CT0008300,Middletown,Racial Profile,1000192,2100017406,Incident ID,"Saturday, April 24, 2021",April,W,N,M,50,True,True,MIDDLETOWN,855 Washington Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa,False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/24/21 8:44,8:44:15 AM
1/20/22 16:47,5891646.0,CT0008300,Middletown,Racial Profile,1000192,2100017411,Incident ID,"Saturday, April 24, 2021",April,W,N,M,60,True,False,MIDDLETOWN,519 Washington Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa,False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/24/21 9:11,9:11:22 AM
1/20/22 16:47,5891647.0,CT0008300,Middletown,Racial Profile,1000192,2100017416,Incident ID,"Saturday, April 24, 2021",April,W,N,M,38,False,False,MIDDLETOWN,675 Washington Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa,False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/24/21 9:35,9:35:43 AM
1/20/22 16:47,5891648.0,CT0008300,Middletown,Racial Profile,1000192,2100017422,Incident ID,"Saturday, April 24, 2021",April,W,H,F,20,True,False,MIDDLETOWN,Washington Street/ Plaza Dr,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa,False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/24/21 9:57,9:57:05 AM
1/20/22 16:47,5891649.0,CT0008300,Middletown,Racial Profile,1000192,2100017429,Incident ID,"Saturday, April 24, 2021",April,W,H,M,23,True,False,MIDDLETOWN,675 Washington Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa,False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/24/21 10:52,10:52:53 AM
1/20/22 16:47,5891650.0,CT0008300,Middletown,Racial Profile,1000192,2100017432,Incident ID,"Saturday, April 24, 2021",April,W,N,M,19,True,False,MIDDLETOWN,Washington Street/ Old Mill Road,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa,False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/24/21 11:00,11:00:39 AM
1/20/22 16:47,5891651.0,CT0008300,Middletown,Racial Profile,1000192,2100017434,Incident ID,"Saturday, April 24, 2021",April,W,H,M,24,True,False,MIDDLETOWN,Boston Road,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa(b),False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/24/21 11:12,11:12:03 AM
1/20/22 16:47,5891652.0,CT0008300,Middletown,Racial Profile,1000192,2100017441,Incident ID,"Saturday, April 24, 2021",April,W,N,M,39,True,False,MIDDLETOWN,Washington Street/ Old Mill Rpoad,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa(b),False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/24/21 11:24,11:24:57 AM
1/20/22 16:47,5891653.0,CT0008300,Middletown,Racial Profile,1000192,2100017444,Incident ID,"Saturday, April 24, 2021",April,W,N,F,37,True,False,MIDDLETOWN,708 Washington Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa,False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/24/21 11:45,11:45:25 AM
1/20/22 16:47,5891654.0,CT0008300,Middletown,Racial Profile,1000192,2100018347,Incident ID,"Thursday, April 29, 2021",April,W,N,M,33,False,False,MIDDLETOWN,749 Washington Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa(b),False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/29/21 8:49,8:49:26 AM
1/20/22 16:47,5891655.0,CT0008300,Middletown,Racial Profile,1000192,2100018348,Incident ID,"Thursday, April 29, 2021",April,W,N,F,42,True,True,MIDDLETOWN,Washington/West Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa(b),False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/29/21 9:05,9:05:22 AM
1/20/22 16:47,5891656.0,CT0008300,Middletown,Racial Profile,1000192,2100018353,Incident ID,"Thursday, April 29, 2021",April,W,N,F,22,True,True,MIDDLETOWN,170 Main Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa(b),False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/29/21 9:23,9:23:45 AM
1/20/22 16:47,5891657.0,CT0008300,Middletown,Racial Profile,1000192,2100018360,Incident ID,"Thursday, April 29, 2021",April,W,N,M,36,True,False,MIDDLETOWN,543 Washington Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa,False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/29/21 9:46,9:46:20 AM
1/20/22 16:47,5891658.0,CT0008300,Middletown,Racial Profile,1000192,2100018365,Incident ID,"Thursday, April 29, 2021",April,B,N,M,30,False,False,MIDDLETOWN,Washington Street/ Boston Road,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa,False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/29/21 9:58,9:58:24 AM
1/20/22 16:47,5891659.0,CT0008300,Middletown,Racial Profile,1000192,2100018370,Incident ID,"Thursday, April 29, 2021",April,W,N,F,19,True,True,MIDDLETOWN,675 Washington Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa(b),False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/29/21 10:15,10:15:30 AM
1/20/22 16:47,5891660.0,CT0008300,Middletown,Racial Profile,1000192,2100018377,Incident ID,"Thursday, April 29, 2021",April,W,M,M,42,True,False,MIDDLETOWN,590 Washington Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa,False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/29/21 10:29,10:29:52 AM
1/20/22 16:47,5891661.0,CT0008300,Middletown,Racial Profile,1000192,2100018385,Incident ID,"Thursday, April 29, 2021",April,W,N,M,44,True,False,MIDDLETOWN,Washington Street/ Old Mill Road,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa,False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/29/21 10:53,10:53:47 AM
1/20/22 16:47,5891662.0,CT0008300,Middletown,Racial Profile,1000192,2100018393,Incident ID,"Thursday, April 29, 2021",April,B,N,M,24,True,True,MIDDLETOWN,485 Washington Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa(b),False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/29/21 11:22,11:22:04 AM
1/20/22 16:47,5891663.0,CT0008300,Middletown,Racial Profile,1000192,2100018398,Incident ID,"Thursday, April 29, 2021",April,W,N,M,34,True,False,MIDDLETOWN,633 Washington Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa(b),False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/29/21 11:35,11:35:31 AM
1/20/22 16:47,5891664.0,CT0008300,Middletown,Racial Profile,1000192,2100018399,Incident ID,"Thursday, April 29, 2021",April,W,N,F,61,True,False,MIDDLETOWN,560 Washington Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa,False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/29/21 11:46,11:46:59 AM
1/20/22 16:47,5891665.0,CT0008300,Middletown,Racial Profile,1000192,2100018403,Incident ID,"Thursday, April 29, 2021",April,W,N,M,20,True,True,MIDDLETOWN,Washington Street/ Boston Road,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa,False,N,False,False,W,,,,,False,1,CT0008300,132871888440063394,4/29/21 12:04,12:04:18 PM
1/20/22 16:57,5891705.0,CT0008300,Middletown,Racial Profile,1000192,2100018945,Incident ID,"Sunday, May 2, 2021",May,W,N,F,29,True,True,MIDDLETOWN,186 OLD MILL ,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa(b),False,N,False,False,W,,,,,False,1,CT0008300,132871894552405005,5/2/21 1:20,1:20:23 AM
1/20/22 16:57,5891706.0,CT0008300,Middletown,Racial Profile,1000192,2100019480,Incident ID,"Wednesday, May 5, 2021",May,W,N,M,26,True,True,MIDDLETOWN,20 Old Mill,  ,  ,V,G,1,False,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1,CT0008300,132871894552405005,5/5/21 6:52,6:52:33 AM
1/20/22 16:57,5891707.0,CT0008300,Middletown,Racial Profile,1000192,2100019484,Incident ID,"Wednesday, May 5, 2021",May,W,N,F,63,True,True,MIDDLETOWN,WASHINGTON STREET/WEST STREET,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa(b),False,N,False,False,W,,,,,False,1,CT0008300,132871894552405005,5/5/21 7:18,7:18:41 AM
1/20/22 16:57,5891708.0,CT0008300,Middletown,Racial Profile,1000192,2100022867,Incident ID,"Tuesday, May 25, 2021",May,W,N,F,27,True,True,MIDDLETOWN,Wetmore/ Washington Street,  ,  ,I,G,1,False,14-96a(a),Defective Lights,14-96a(a),False,N,False,False,W,,,,,False,1,CT0008300,132871894552405005,5/25/21 0:50,12:50:09 AM
1/20/22 16:57,5891709.0,CT0008300,Middletown,Racial Profile,1000192,2100023004,Incident ID,"Wednesday, May 26, 2021",May,B,N,M,24,True,True,MIDDLETOWN,S. Main Street/Valero,  ,  ,E,G,1,False,14-96y,Defective Lights,14-96y,False,N,False,False,V,,,,,False,1,CT0008300,132871894552405005,5/26/21 0:16,12:16:38 AM
1/20/22 16:57,5891710.0,CT0008300,Middletown,Racial Profile,1000192,2100023005,Incident ID,"Wednesday, May 26, 2021",May,B,N,M,25,True,True,MIDDLETOWN,Valero South Main Street,  ,  ,E,G,1,False,14-96a(a),Defective Lights,14-96a,False,N,False,False,W,,,,,False,1,CT0008300,132871894552405005,5/26/21 0:17,12:17:26 AM
1/20/22 17:02,5891735.0,CT0008300,Middletown,Racial Profile,1000192,2100024851,Incident ID,"Sunday, June 6, 2021",June,W,N,M,23,True,False,MIDDLETOWN,300 Smith Street,  ,  ,I,G,1,False,14-296aa(b*,Cell Phone,14-296aa(b),False,N,False,False,V,,,,,False,1,CT0008300,132871897573870253,6/6/21 13:06,1:06:35 PM
1/20/22 17:02,5891736.0,CT0008300,Middletown,Racial Profile,1000192,2100027516,Incident ID,"Tuesday, June 22, 2021",June,W,M,M,37,True,True,MIDDLETOWN,Washington Street/ Jackson Street,  ,  ,E,G,1,False,14-96e,Defective Lights,14-96e,False,N,False,False,V,,,,,False,1,CT0008300,132871897573870253,6/22/21 0:46,12:46:18 AM
1/20/22 17:02,5891737.0,CT0008300,Middletown,Racial Profile,1000192,2100028712,Incident ID,"Tuesday, June 29, 2021",June,W,N,F,27,True,True,MIDDLETOWN,162 Old Mill Street,  ,  ,E,G,1,False,14-96a(a),Defective Lights,14-96a(a),False,N,False,False,V,,,,,False,1,CT0008300,132871897573870253,6/29/21 1:02,1:02:55 AM
1/20/22 17:02,5891738.0,CT0008300,Middletown,Racial Profile,1000192,2100028759,Incident ID,"Tuesday, June 29, 2021",June,W,N,F,26,True,True,MIDDLETOWN,633 Washington Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa(b),False,N,False,False,W,,,,,False,1,CT0008300,132871897573870253,6/29/21 7:31,7:31:24 AM
1/20/22 17:02,5891739.0,CT0008300,Middletown,Racial Profile,1000192,2100028929,Incident ID,"Wednesday, June 30, 2021",June,B,N,M,19,True,True,MIDDLETOWN,864 Washington Street,  ,  ,V,G,1,False,14-96a(a),Defective Lights,14-96a(a),False,N,False,False,V,,,,,False,1,CT0008300,132871897573870253,6/30/21 0:35,12:35:48 AM
1/20/22 17:02,5891740.0,CT0008300,Middletown,Racial Profile,1000192,2100028981,Incident ID,"Wednesday, June 30, 2021",June,W,N,M,48,True,False,MIDDLETOWN,450 Washington Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa(b),True,N,False,False,V,,,,,False,1,CT0008300,132871897573870253,6/30/21 7:12,7:12:15 AM
1/20/22 17:07,5891753.0,CT0008300,Middletown,Racial Profile,1000192,2100029702,Incident ID,"Monday, July 5, 2021",July,W,N,F,39,True,False,MIDDLETOWN,Prospect Street,  ,  ,V,G,1,False,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1,CT0008300,132871900588388312,7/5/21 7:41,7:41:16 AM
1/20/22 17:07,5891754.0,CT0008300,Middletown,Racial Profile,1000192,2100030667,Incident ID,"Sunday, July 11, 2021",July,A,M,M,45,True,False,MIDDLETOWN,Washington Street/Plaza Drive,  ,  ,E,G,1,False,14-96b,Defective Lights,14-96b,False,N,False,False,V,,,,,False,1,CT0008300,132871900588388312,7/11/21 12:16,12:16:33 PM
1/20/22 17:07,5891755.0,CT0008300,Middletown,Racial Profile,1000192,2100031681,Incident ID,"Friday, July 16, 2021",July,W,N,M,21,False,False,MIDDLETOWN,308 Main Street Extension ,  ,  ,V,G,2,False,14-299,Traffic Control Signal,14-299,False,N,False,False,I,,,,,False,1,CT0008300,132871900588388312,7/16/21 20:42,8:42:49 PM
1/20/22 17:07,5891756.0,CT0008300,Middletown,Racial Profile,1000192,2100031697,Incident ID,"Saturday, July 17, 2021",July,W,H,F,27,True,True,MIDDLETOWN,634 Newfield Street,  ,  ,V,G,1,False,14-96a(a),Defective Lights,14-96a(a),False,N,False,False,V,,,,,False,1,CT0008300,132871900588388312,7/17/21 0:14,12:14:45 AM
1/20/22 17:12,5891778.0,CT0008300,Middletown,Racial Profile,1000192,2100034819,Incident ID,"Wednesday, August 4, 2021",August,W,N,M,35,False,False,MIDDLETOWN,Washington Street/ Vine Street,  ,  ,V,G,2,False,14-219(b),Speed Related,14-219(b),False,N,False,False,W,,,,,False,1,CT0008300,132871903603019379,8/4/21 2:39,2:39:10 AM
1/20/22 17:12,5891779.0,CT0008300,Middletown,Racial Profile,1000192,2100038793,Incident ID,"Sunday, August 29, 2021",August,W,N,M,44,True,False,MIDDLETOWN,675 Washington Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa(b),False,N,False,False,V,,,,,False,1,CT0008300,132871903603019379,8/29/21 11:27,11:27:56 AM
1/20/22 17:12,5891780.0,CT0008300,Middletown,Racial Profile,1000192,2100038798,Incident ID,"Sunday, August 29, 2021",August,W,N,F,22,True,True,MIDDLETOWN,675 Washington Street,  ,  ,V,G,1,False,14-296aa(b),Cell Phone,14-296aa(b),False,N,False,False,V,,,,,False,1,CT0008300,132871903603019379,8/29/21 11:44,11:44:44 AM
1/20/22 17:12,5891781.0,CT0008300,Middletown,Racial Profile,1000192,2100039200,Incident ID,"Tuesday, August 31, 2021",August,W,N,M,27,True,False,MIDDLETOWN,Country Club Knox Blvd,  ,  ,V,G,1,False,14-12(a),Registration,14-12(a),False,N,False,False,V,,,,,False,1,CT0008300,132871903603019379,8/31/21 19:20,7:20:43 PM
1/20/22 17:12,5891782.0,CT0008300,Middletown,Racial Profile,1000192,2100039206,Incident ID,"Tuesday, August 31, 2021",August,W,N,M,27,True,False,MIDDLETOWN,East Street/West Street,  ,  ,V,G,1,False,14-12(a),Registration,14-12(a),False,N,False,False,W,,,,,False,1,CT0008300,132871903603019379,8/31/21 20:09,8:09:39 PM
