CreatedDate,ProfileNo,OrganizationIdentificationID,Department Name,OrganizationActivityText,ReportingOfficerIdentificationID,InterventionIdentificationID,IdentificationCategoryDescriptionText,InterventionDate,Month,SubjectRaceCode,SubjectEthnicityCode,SubjectSexCode,SubjectAge,ResidentIndicator,TownRecidentIndicator,InterventionLocationName,InterventionLocationDescriptionText,InterventionLocationLatitude,InterventionLocationLongitude,InterventionReasonCode,InterventionTechniqueCode,InterventionDurationCode,TowedIndicator,StatuteCodeIdentificationID,ResonForStop,StatutatoryCitation,VehicleSearchedIndicator,SearchAuthorizationCode,ContrabandIndicator,CustodialArrestIndicator,InterventionDispositionCode,InterventionDispositionDate,InterventionDispositionReasonText,IsStatuteCodeValid,IsStatutatoryCitationValid,IsaTest,RecordCount,SourceId,SourceReferenceId,InterventionDateTime,InterventionTime
2/10/20 18:04,5040917,CT0008300,Middletown,Racial Profile,156,TS-2020018913,Incident ID,"Wednesday, 1 January 2020",January,W,N,M,23,True,True,Middletown,washington st,  ,  ,I,G,1,False,14-218a*,Speed Related,,False,N,False,False,W,,,,,False,1,CAPTAIN,CAPTAIN_146095,1/1/20 10:14,10:14:00
2/17/20 18:22,5053651,CT0008300,Middletown,Racial Profile,163,TS-2020018973,Incident ID,"Wednesday, 1 January 2020",January,W,N,M,24,True,True,Middletown,church st,  ,  ,V,G,1,False,14-12(a),Registration,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_146347,1/1/20 8:16,08:16:00
4/6/20 18:10,5104813,CT0008300,Middletown,Racial Profile,220,TS-2020019013,Incident ID,"Wednesday, 1 January 2020",January,W,N,F,54,True,True,Middletown,west st,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_147506,1/1/20 16:39,16:39:00
4/6/20 18:10,5104814,CT0008300,Middletown,Racial Profile,220,TS-2020019014,Incident ID,"Wednesday, 1 January 2020",January,W,N,M,55,True,True,Middletown,camp st,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_147507,1/1/20 18:03,18:03:00
4/6/20 18:10,5104815,CT0008300,Middletown,Racial Profile,220,TS-2020019015,Incident ID,"Wednesday, 1 January 2020",January,B,N,M,49,True,True,Middletown,camp st,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_147508,1/1/20 18:17,18:17:00
4/6/20 18:10,5104816,CT0008300,Middletown,Racial Profile,220,TS-2020019016,Incident ID,"Wednesday, 1 January 2020",January,W,N,F,20,True,True,Middletown,washingotn st,  ,  ,V,G,1,False,14-242,Moving Violation,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_147510,1/1/20 18:30,18:30:00
4/6/20 18:10,5104817,CT0008300,Middletown,Racial Profile,220,TS-2020019017,Incident ID,"Wednesday, 1 January 2020",January,W,N,F,41,True,True,Middletown,ridgewood rd,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_147511,1/1/20 19:57,19:57:00
4/6/20 18:10,5104818,CT0008300,Middletown,Racial Profile,220,TS-2020019018,Incident ID,"Wednesday, 1 January 2020",January,W,N,F,50,True,True,Middletown,ridgewood rd,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_147512,1/1/20 20:43,20:43:00
5/11/20 18:06,5191091,CT0008300,Middletown,Racial Profile,3194,TS-2020019108,Incident ID,"Wednesday, 1 January 2020",January,W,N,F,29,True,True,Middletown,HARTFORD AVE / MAIN ST,  ,  ,E,G,1,False,14-96a(a),Defective Lights,,False,N,False,False,W,,,,,False,1,CAPTAIN,CAPTAIN_148329,1/1/20 21:02,21:02:00
5/11/20 18:06,5191092,CT0008300,Middletown,Racial Profile,3194,TS-2020019109,Incident ID,"Wednesday, 1 January 2020",January,A,N,M,41,True,True,Middletown,386 MAIN ST,  ,  ,V,G,1,False,14-236,Moving Violation,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_148330,1/1/20 20:21,20:21:00
5/11/20 18:07,5191133,CT0008300,Middletown,Racial Profile,3290,TS-2020019151,Incident ID,"Wednesday, 1 January 2020",January,B,N,M,25,True,True,Middletown,WASHINGTON ST / WEST ST,  ,  ,V,G,2,True,14-12(a)*,Registration,,False,N,False,False,M,,,,,False,1,CAPTAIN,CAPTAIN_148417,1/1/20 2:14,02:14:00
2/3/20 18:11,5014001,CT0008300,Middletown,Racial Profile,156,TS-2020018885,Incident ID,"Thursday, 2 January 2020",January,W,N,F,41,False,True,Middletown,millbrook rd,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,W,,,,,False,1,CAPTAIN,CAPTAIN_146025,1/2/20 10:53,10:53:00
2/3/20 18:11,5014002,CT0008300,Middletown,Racial Profile,156,TS-2020018886,Incident ID,"Thursday, 2 January 2020",January,W,N,F,50,True,True,Middletown,millbrook rd,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,W,,,,,False,1,CAPTAIN,CAPTAIN_146027,1/2/20 11:14,11:14:00
2/3/20 18:11,5014003,CT0008300,Middletown,Racial Profile,156,TS-2020018887,Incident ID,"Thursday, 2 January 2020",January,W,N,M,73,False,True,Middletown,millbrook rd,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,W,,,,,False,1,CAPTAIN,CAPTAIN_146029,1/2/20 11:48,11:48:00
2/3/20 18:11,5014004,CT0008300,Middletown,Racial Profile,156,TS-2020018888,Incident ID,"Thursday, 2 January 2020",January,W,N,F,42,False,True,Middletown,millbrook rd,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,W,,,,,False,1,CAPTAIN,CAPTAIN_146030,1/2/20 12:12,12:12:00
2/3/20 18:11,5014005,CT0008300,Middletown,Racial Profile,156,TS-2020018889,Incident ID,"Thursday, 2 January 2020",January,W,N,F,77,False,True,Middletown,millbreook rd,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,W,,,,,False,1,CAPTAIN,CAPTAIN_146032,1/2/20 13:27,13:27:00
5/11/20 18:06,5191089,CT0008300,Middletown,Racial Profile,257,TS-2020019106,Incident ID,"Thursday, 2 January 2020",January,B,N,M,61,True,True,Middletown,MAIN ST,  ,  ,V,G,1,False,31-288(f),Other,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_148327,1/2/20 0:58,00:58:00
5/11/20 18:07,5191123,CT0008300,Middletown,Racial Profile,3234,TS-2020019140,Incident ID,"Thursday, 2 January 2020",January,W,H,M,26,False,True,Middletown,CAMP ST / WASHINGTON ST,  ,  ,V,G,1,False,14-36(a),Unlicensed Operation,,False,N,False,False,I,,,,,False,1,CAPTAIN,CAPTAIN_148373,1/2/20 7:04,07:04:00
2/17/20 18:22,5053652,CT0008300,Middletown,Racial Profile,163,TS-2020018974,Incident ID,"Friday, 3 January 2020",January,W,N,M,69,True,True,Middletown,main st ext,  ,  ,V,G,1,False,14-12(a)*,Registration,,False,N,False,False,I,,,,,False,1,CAPTAIN,CAPTAIN_146348,1/3/20 14:19,14:19:00
5/4/20 18:04,5190267,CT0008300,Middletown,Racial Profile,3136,TS-2020019078,Incident ID,"Friday, 3 January 2020",January,W,N,M,76,True,True,Middletown,Main Street / Court Street,  ,  ,E,G,1,False,14-96b,Defective Lights,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_148272,1/3/20 17:53,17:53:00
5/11/20 18:07,5191129,CT0008300,Middletown,Racial Profile,3290,TS-2020019147,Incident ID,"Friday, 3 January 2020",January,W,N,M,19,False,True,Middletown,MAIN ST / WASHINGTON ST,  ,  ,E,B,1,False,14-96c,Defective Lights,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_148412,1/3/20 1:13,01:13:00
5/11/20 18:07,5191130,CT0008300,Middletown,Racial Profile,3290,TS-2020019148,Incident ID,"Friday, 3 January 2020",January,W,N,M,19,False,True,Middletown,MAIN ST / WASHINGTON ST,  ,  ,E,B,1,False,14-96c,Defective Lights,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_148414,1/3/20 1:13,01:13:00
5/11/20 18:07,5191132,CT0008300,Middletown,Racial Profile,3290,TS-2020019150,Incident ID,"Friday, 3 January 2020",January,W,N,M,38,False,True,Middletown,MAIN ST / WASHINGTON ST,  ,  ,E,B,1,False,14-96c,Defective Lights,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_148416,1/3/20 1:13,01:13:00
5/11/20 18:06,5191080,CT0008300,Middletown,Racial Profile,253,TS-2020019097,Incident ID,"Saturday, 4 January 2020",January,W,N,F,49,True,True,Middletown,504 S. MAIN ST,  ,  ,V,G,2,True,31-288(f),Other,,False,N,False,False,M,,,,,False,1,CAPTAIN,CAPTAIN_148310,1/4/20 16:07,16:07:00
2/3/20 18:11,5014000,CT0008300,Middletown,Racial Profile,3063,TS-2020018884,Incident ID,"Saturday, 4 January 2020",January,W,N,M,81,True,True,Middletown,909 washington st,  ,  ,V,G,1,False,14-236,Moving Violation,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_146023,1/4/20 16:58,16:58:00
5/11/20 18:06,5191097,CT0008300,Middletown,Racial Profile,3206,TS-2020019114,Incident ID,"Saturday, 4 January 2020",January,W,N,M,29,True,True,Middletown,779 Newfield st,  ,  ,E,G,1,False,14-96y,Defective Lights,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_148336,1/4/20 22:28,22:28:00
4/6/20 18:10,5104811,CT0008300,Middletown,Racial Profile,207,TS-2020019011,Incident ID,"Sunday, 5 January 2020",January,W,N,F,62,False,False,Middletown,s main st,  ,  ,V,G,1,False,14-299,Traffic Control Signal,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_147504,1/5/20 9:24,09:24:00
2/3/20 18:11,5014006,CT0008300,Middletown,Racial Profile,156,TS-2020018890,Incident ID,"Monday, 6 January 2020",January,W,N,M,22,False,True,Middletown,westfield st,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,W,,,,,False,1,CAPTAIN,CAPTAIN_146033,1/6/20 8:55,08:55:00
2/3/20 18:11,5014007,CT0008300,Middletown,Racial Profile,156,TS-2020018891,Incident ID,"Monday, 6 January 2020",January,W,N,M,38,False,True,Middletown,westfield st,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,W,,,,,False,1,CAPTAIN,CAPTAIN_146035,1/6/20 9:34,09:34:00
2/3/20 18:11,5014008,CT0008300,Middletown,Racial Profile,156,TS-2020018892,Incident ID,"Monday, 6 January 2020",January,W,N,F,21,False,True,Middletown,westfield st,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,W,,,,,False,1,CAPTAIN,CAPTAIN_146036,1/6/20 10:45,10:45:00
2/3/20 18:11,5014009,CT0008300,Middletown,Racial Profile,156,TS-2020018893,Incident ID,"Monday, 6 January 2020",January,A,N,M,53,True,True,Middletown,westfield st,  ,  ,V,G,1,False,14-218a10,Speed Related,,False,N,False,False,W,,,,,False,1,CAPTAIN,CAPTAIN_146049,1/6/20 10:59,10:59:00
2/3/20 18:11,5014010,CT0008300,Middletown,Racial Profile,156,TS-2020018894,Incident ID,"Monday, 6 January 2020",January,B,N,F,54,True,True,Middletown,westfield st,  ,  ,V,G,1,False,14-218a10,Speed Related,,False,N,False,False,W,,,,,False,1,CAPTAIN,CAPTAIN_146050,1/6/20 11:51,11:51:00
2/3/20 18:11,5014011,CT0008300,Middletown,Racial Profile,156,TS-2020018895,Incident ID,"Monday, 6 January 2020",January,W,N,F,75,True,True,Middletown,westfield st,  ,  ,V,G,1,False,14-218a10SZ,Speed Related,,False,N,False,False,W,,,,,False,1,CAPTAIN,CAPTAIN_146052,1/6/20 12:36,12:36:00
4/6/20 18:10,5104819,CT0008300,Middletown,Racial Profile,220,TS-2020019019,Incident ID,"Monday, 6 January 2020",January,W,N,F,34,True,True,Middletown,westfield st,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_147514,1/6/20 16:39,16:39:00
4/6/20 18:10,5104820,CT0008300,Middletown,Racial Profile,220,TS-2020019020,Incident ID,"Monday, 6 January 2020",January,W,N,M,36,True,True,Middletown,camp st,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_147515,1/6/20 17:11,17:11:00
4/6/20 18:10,5104821,CT0008300,Middletown,Racial Profile,220,TS-2020019021,Incident ID,"Monday, 6 January 2020",January,W,N,M,34,True,True,Middletown,camp st,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_147517,1/6/20 17:23,17:23:00
4/6/20 18:10,5104822,CT0008300,Middletown,Racial Profile,220,TS-2020019022,Incident ID,"Monday, 6 January 2020",January,W,N,M,30,True,True,Middletown,camp st,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_147518,1/6/20 19:23,19:23:00
4/6/20 18:11,5104823,CT0008300,Middletown,Racial Profile,220,TS-2020019023,Incident ID,"Monday, 6 January 2020",January,B,N,F,26,True,True,Middletown,camp st,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_147519,1/6/20 19:37,19:37:00
4/6/20 18:11,5104824,CT0008300,Middletown,Racial Profile,220,TS-2020019024,Incident ID,"Monday, 6 January 2020",January,B,N,M,63,True,True,Middletown,camp st,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_147521,1/6/20 19:49,19:49:00
4/6/20 18:11,5104825,CT0008300,Middletown,Racial Profile,220,TS-2020019025,Incident ID,"Monday, 6 January 2020",January,B,N,M,20,True,True,Middletown,pleasant st,  ,  ,I,G,1,False,14-218a*,Speed Related,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_147522,1/6/20 20:21,20:21:00
5/11/20 18:06,5191081,CT0008300,Middletown,Racial Profile,238,TS-2020019098,Incident ID,"Monday, 6 January 2020",January,W,N,F,72,False,True,Middletown,MAIN ST / WILLIAM ST,  ,  ,V,G,1,False,13a-114,Other,,False,N,False,False,I,,,,,False,1,CAPTAIN,CAPTAIN_148312,1/6/20 6:47,06:47:00
5/11/20 18:06,5191082,CT0008300,Middletown,Racial Profile,238,TS-2020019099,Incident ID,"Monday, 6 January 2020",January,W,N,F,54,False,True,Middletown,WASHINGTON ST / BROAD ST,  ,  ,V,G,1,False,13a-114,Other,,False,N,False,False,I,,,,,False,1,CAPTAIN,CAPTAIN_148314,1/6/20 6:56,06:56:00
5/5/20 9:36,5190427,CT0008300,Middletown,Racial Profile,253,TS-2020019090,Incident ID,"Monday, 6 January 2020",January,W,N,M,32,False,True,Middletown,NEWFIELD ST / TUTTLE RD,  ,  ,V,G,2,False,14-147,Administrative Offense,,False,N,False,False,M,,,,,False,1,CAPTAIN,CAPTAIN_148284,1/6/20 17:27,17:27:00
5/5/20 9:36,5190428,CT0008300,Middletown,Racial Profile,253,TS-2020019091,Incident ID,"Monday, 6 January 2020",January,W,N,M,27,False,True,Middletown,NEWFIELD ST / STONEYCREST,  ,  ,E,G,1,False,14-99g(g),Window Tint,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_148285,1/6/20 18:42,18:42:00
5/5/20 9:36,5190429,CT0008300,Middletown,Racial Profile,253,TS-2020019092,Incident ID,"Monday, 6 January 2020",January,B,N,F,46,False,False,Middletown,1189 WASHINGTON ST,  ,  ,V,G,1,False,14-219(a)(2),Speed Related,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_148286,1/6/20 19:00,19:00:00
5/5/20 9:36,5190430,CT0008300,Middletown,Racial Profile,253,TS-2020019093,Incident ID,"Monday, 6 January 2020",January,B,N,M,34,False,True,Middletown,310 WESTFIELD,  ,  ,V,G,1,False,13a-114,Other,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_148287,1/6/20 22:35,22:35:00
5/11/20 18:07,5191106,CT0008300,Middletown,Racial Profile,3235,TS-2020019123,Incident ID,"Monday, 6 January 2020",January,B,N,M,19,True,True,Middletown,HIGHLAND /  AFTON TER,  ,  ,V,G,2,True,31-288(f),Other,,True,O,False,False,M,,,,,False,1,CAPTAIN,CAPTAIN_148348,1/6/20 21:08,21:08:00
5/11/20 18:07,5191109,CT0008300,Middletown,Racial Profile,3235,TS-2020019126,Incident ID,"Monday, 6 January 2020",January,B,N,M,24,False,True,Middletown,612 EAST ST,  ,  ,V,G,1,False,14-301,Stop Sign,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_148353,1/6/20 17:57,17:57:00
5/11/20 18:07,5191110,CT0008300,Middletown,Racial Profile,3235,TS-2020019127,Incident ID,"Monday, 6 January 2020",January,B,N,M,23,False,True,Middletown,FLYNN / EAST ST,  ,  ,V,G,1,False,14-301,Stop Sign,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_148354,1/6/20 22:09,22:09:00
2/3/20 18:11,5014012,CT0008300,Middletown,Racial Profile,156,TS-2020018896,Incident ID,"Tuesday, 7 January 2020",January,W,N,M,64,False,True,Middletown,farm hill rd,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,W,,,,,False,1,CAPTAIN,CAPTAIN_146054,1/7/20 9:29,09:29:00
2/3/20 18:11,5014013,CT0008300,Middletown,Racial Profile,156,TS-2020018897,Incident ID,"Tuesday, 7 January 2020",January,W,N,M,70,False,True,Middletown,farm hill rd,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,W,,,,,False,1,CAPTAIN,CAPTAIN_146055,1/7/20 9:42,09:42:00
2/3/20 18:12,5014014,CT0008300,Middletown,Racial Profile,156,TS-2020018898,Incident ID,"Tuesday, 7 January 2020",January,W,N,F,55,False,True,Middletown,farm hill rd,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,W,,,,,False,1,CAPTAIN,CAPTAIN_146057,1/7/20 10:10,10:10:00
2/3/20 18:12,5014015,CT0008300,Middletown,Racial Profile,156,TS-2020018899,Incident ID,"Tuesday, 7 January 2020",January,W,H,M,34,False,True,Middletown,farm hill rd,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,W,,,,,False,1,CAPTAIN,CAPTAIN_146058,1/7/20 10:34,10:34:00
2/3/20 18:12,5014016,CT0008300,Middletown,Racial Profile,156,TS-2020018900,Incident ID,"Tuesday, 7 January 2020",January,W,N,F,21,True,True,Middletown,farm hill rd,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,W,,,,,False,1,CAPTAIN,CAPTAIN_146062,1/7/20 12:17,12:17:00
2/3/20 18:12,5014017,CT0008300,Middletown,Racial Profile,156,TS-2020018901,Incident ID,"Tuesday, 7 January 2020",January,W,N,M,57,False,False,Middletown,farm hill rd,  ,  ,V,G,1,False,14-218a10SZ,Speed Related,,False,N,False,False,W,,,,,False,1,CAPTAIN,CAPTAIN_146063,1/7/20 13:29,13:29:00
2/17/20 18:22,5053653,CT0008300,Middletown,Racial Profile,163,TS-2020018975,Incident ID,"Tuesday, 7 January 2020",January,B,H,F,37,False,True,Middletown,washington st,  ,  ,V,G,1,False,14-12(a)*,Registration,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_146349,1/7/20 9:57,09:57:00
2/17/20 18:22,5053669,CT0008300,Middletown,Racial Profile,198,TS-2020018991,Incident ID,"Tuesday, 7 January 2020",January,B,N,M,54,True,True,Middletown,pearl st,  ,  ,V,G,1,False,14-299,Traffic Control Signal,,False,N,False,False,I,,,,,False,1,CAPTAIN,CAPTAIN_146365,1/7/20 21:32,21:32:00
3/9/20 18:08,5093798,CT0008300,Middletown,Racial Profile,198,TS-2020019006,Incident ID,"Tuesday, 7 January 2020",January,W,N,F,39,False,True,Middletown,310 westfield st,  ,  ,I,G,2,False,21a-279a(a)(1,Other,,True,O,True,False,V,,,,,False,1,CAPTAIN,CAPTAIN_146961,1/7/20 20:53,20:53:00
4/6/20 18:11,5104826,CT0008300,Middletown,Racial Profile,220,TS-2020019026,Incident ID,"Tuesday, 7 January 2020",January,A,N,F,36,False,False,Middletown,farm hill rd,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_147523,1/7/20 16:31,16:31:00
4/6/20 18:11,5104827,CT0008300,Middletown,Racial Profile,220,TS-2020019027,Incident ID,"Tuesday, 7 January 2020",January,W,N,F,53,True,True,Middletown,farm hill rd,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_147525,1/7/20 16:37,16:37:00
4/6/20 18:11,5104828,CT0008300,Middletown,Racial Profile,220,TS-2020019028,Incident ID,"Tuesday, 7 January 2020",January,W,N,F,21,True,True,Middletown,farm hill rd,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_147527,1/7/20 18:11,18:11:00
5/11/20 18:06,5191079,CT0008300,Middletown,Racial Profile,253,TS-2020019096,Incident ID,"Tuesday, 7 January 2020",January,W,N,F,47,False,True,Middletown,WASHINGTON ST / PEARL ST,  ,  ,V,G,1,False,14-12(a),Registration,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_148309,1/7/20 17:03,17:03:00
5/11/20 18:06,5191090,CT0008300,Middletown,Racial Profile,257,TS-2020019107,Incident ID,"Tuesday, 7 January 2020",January,W,N,M,57,False,False,Middletown,MAIN ST,  ,  ,V,G,1,False,14-219(a)(2),Speed Related,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_148328,1/7/20 0:25,00:25:00
2/3/20 18:11,5013995,CT0008300,Middletown,Racial Profile,3062,TS-2020018879,Incident ID,"Tuesday, 7 January 2020",January,W,N,F,39,True,True,Middletown,pearl st,  ,  ,E,G,1,False,14-99,Window Tint,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_146015,1/7/20 18:45,18:45:00
2/17/20 18:22,5053667,CT0008300,Middletown,Racial Profile,3158,TS-2020018989,Incident ID,"Tuesday, 7 January 2020",January,W,N,F,93,True,True,Middletown,ballfall rd,  ,  ,V,G,1,False,14-236,Moving Violation,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_146363,1/7/20 17:48,17:48:00
5/11/20 18:06,5191093,CT0008300,Middletown,Racial Profile,3194,TS-2020019110,Incident ID,"Tuesday, 7 January 2020",January,W,N,F,57,False,True,Middletown,119 WASHINGTON ST,  ,  ,E,G,1,False,14-96y,Defective Lights,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_148331,1/7/20 21:00,21:00:00
5/11/20 18:06,5191100,CT0008300,Middletown,Racial Profile,3197,TS-2020019117,Incident ID,"Tuesday, 7 January 2020",January,W,N,F,22,True,True,Middletown,640 RIDGEWOOD RD,  ,  ,V,G,1,False,14-301,Stop Sign,,False,N,False,False,I,,,,,False,1,CAPTAIN,CAPTAIN_148339,1/7/20 11:32,11:32:00
5/11/20 18:06,5191103,CT0008300,Middletown,Racial Profile,3206,TS-2020019120,Incident ID,"Tuesday, 7 January 2020",January,B,N,M,30,False,False,Middletown,800 COGDON ST WEST,  ,  ,V,G,1,False,14-96y,Defective Lights,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_148342,1/7/20 17:35,17:35:00
5/11/20 18:07,5191107,CT0008300,Middletown,Racial Profile,3235,TS-2020019124,Incident ID,"Tuesday, 7 January 2020",January,W,H,M,38,True,True,Middletown,ROGERS RD,  ,  ,E,G,2,False,14-18(c),Display of Plates,,True,O,False,False,M,,,,,False,1,CAPTAIN,CAPTAIN_148349,1/7/20 20:06,20:06:00
5/11/20 18:07,5191111,CT0008300,Middletown,Racial Profile,3235,TS-2020019128,Incident ID,"Tuesday, 7 January 2020",January,B,N,F,26,True,True,Middletown,STEVENS LN / BERKLEY,  ,  ,E,G,1,False,14-99g(b),Window Tint,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_148355,1/7/20 19:32,19:32:00
5/11/20 18:07,5191112,CT0008300,Middletown,Racial Profile,3235,TS-2020019129,Incident ID,"Tuesday, 7 January 2020",January,B,N,M,47,True,True,Middletown,WADSWORTH / WEST,  ,  ,V,G,1,False,14-301,Stop Sign,,True,O,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_148356,1/7/20 21:25,21:25:00
2/10/20 18:04,5040915,CT0008300,Middletown,Racial Profile,156,TS-2020018911,Incident ID,"Wednesday, 8 January 2020",January,W,N,F,35,True,True,Middletown,washington st,  ,  ,V,G,1,False,14-218a*,Speed Related,,False,N,False,False,W,,,,,False,1,CAPTAIN,CAPTAIN_146093,1/8/20 9:06,09:06:00
2/17/20 18:22,5053654,CT0008300,Middletown,Racial Profile,163,TS-2020018976,Incident ID,"Wednesday, 8 January 2020",January,W,H,F,59,False,True,Middletown,main st,  ,  ,V,G,1,False,14-18(a),Display of Plates,14-12(a)*,False,N,False,False,I,,,,,False,1,CAPTAIN,CAPTAIN_146350,1/8/20 8:41,08:41:00
2/17/20 18:22,5053655,CT0008300,Middletown,Racial Profile,163,TS-2020018977,Incident ID,"Wednesday, 8 January 2020",January,W,N,M,80,True,True,Middletown,gr/ st,  ,  ,V,G,1,False,14-18(a),Display of Plates,14-12(a)*,False,N,False,False,I,,,,,False,1,CAPTAIN,CAPTAIN_146351,1/8/20 9:11,09:11:00
2/17/20 18:22,5053656,CT0008300,Middletown,Racial Profile,163,TS-2020018978,Incident ID,"Wednesday, 8 January 2020",January,A,N,F,25,False,True,Middletown,grq/ st,  ,  ,V,G,1,False,14-12(a)*,Registration,14-18(a),False,N,False,False,I,,,,,False,1,CAPTAIN,CAPTAIN_146352,1/8/20 9:35,09:35:00
2/17/20 18:22,5053657,CT0008300,Middletown,Racial Profile,163,TS-2020018979,Incident ID,"Wednesday, 8 January 2020",January,W,N,M,40,False,True,Middletown,spring st,  ,  ,V,G,1,False,14-18(a),Display of Plates,14-213,True,C,False,False,M,,,,,False,1,CAPTAIN,CAPTAIN_146353,1/8/20 10:49,10:49:00
5/4/20 18:03,5190219,CT0008300,Middletown,Racial Profile,220,TS-2020019029,Incident ID,"Wednesday, 8 January 2020",January,W,N,F,21,False,True,Middletown,Washington Street,  ,  ,V,G,1,False,14-219(a)(3),Speed Related,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_148167,1/8/20 18:11,18:11:00
5/4/20 18:03,5190220,CT0008300,Middletown,Racial Profile,220,TS-2020019030,Incident ID,"Wednesday, 8 January 2020",January,W,H,M,59,True,True,Middletown,Washington Street,  ,  ,V,G,1,False,14-219(a)(2),Speed Related,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_148180,1/8/20 18:26,18:26:00
5/4/20 18:03,5190221,CT0008300,Middletown,Racial Profile,220,TS-2020019031,Incident ID,"Wednesday, 8 January 2020",January,W,N,M,19,False,True,Middletown,Washington Street,  ,  ,V,G,1,False,14-219(a)4,Speed Related,,False,N,False,False,V,,,,,False,1,CAPTAIN,CAPTAIN_148184,1/8/20 20:59,20:59:00
